State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
West Bengal,Siliguri,River,Mercury,Severe,6.57,4.2,24.7,2018,Yes
Odisha,Berhampur,Pond,Cadmium,Medium,6.4,6.53,20.2,2018,Nan
Maharashtra,Nashik,Groundwater,Sewage,High,7.43,5.96,28.9,2022,Yes
Haryana,Panipat,Lake,Mercury,Severe,7.01,10.66,15.7,2015,No
Kerala,Kozhikode,Canal,Industrial Waste,Low,6.89,6.06,20.7,2024,Yes
Delhi,Dwarka,Well,Mercury,Severe,5.62,6.52,27.4,2022,No
Kerala,Thrissur,Groundwater,Pesticides,Medium,6.76,5.43,31.5,2023,No
Karnataka,Mysuru,Lake,Arsenic,Low,7.07,8.43,17.1,2016,No
Uttar Pradesh,Agra,Reservoir,Cadmium,High,8.3,2.92,29.8,2018,Yes
Maharashtra,Mumbai,Borewell,Arsenic,Medium,7.0,5.48,22.4,2015,No
Tamil Nadu,Coimbatore,Well,Chromium,High,6.5,8.89,16.8,2018,No
Assam,Silchar,Well,Industrial Waste,Severe,6.65,5.7,27.3,2023,No
Nan,Bikaner,Reservoir,Cadmium,Low,5.75,7.93,34.5,2023,Yes
Uttar Pradesh,Nan,Borewell,Plastic Waste,Severe,6.41,4.8,20.8,2020,Yes
Uttar Pradesh,Kanpur,Borewell,Arsenic,High,6.84,2.71,21.5,2023,Yes
Kerala,Thrissur,Borewell,Fluoride,Low,6.63,3.6,14.6,2016,Yes
Karnataka,Mangalore,Reservoir,Industrial Waste,Nan,6.79,5.74,23.7,2022,Yes
Gujarat,Bhavnagar,Well,Cadmium,Low,7.33,5.43,26.9,2022,No
West Bengal,Nan,Canal,Industrial Waste,Medium,7.22,3.54,19.1,2015,Yes
Rajasthan,Jaipur,Well,Arsenic,Severe,6.59,3.07,19.5,2016,No
Uttar Pradesh,Lucknow,Borewell,Fluoride,Low,6.14,3.07,16.1,2020,Yes
Tamil Nadu,Madurai,Canal,Nitrate,High,7.88,3.46,18.5,2016,No
Gujarat,Vadodara,River,Cadmium,Nan,6.89,7.02,23.4,2024,Yes
Uttar Pradesh,Varanasi,Reservoir,Sewage,Medium,6.14,5.64,25.3,2015,Yes
Tamil Nadu,Coimbatore,Reservoir,Fluoride,High,7.83,3.67,24.4,2019,Yes
Maharashtra,Nashik,Canal,Chromium,Medium,6.78,4.73,23.9,2015,Yes
West Bengal,Howrah,Borewell,Chromium,Low,5.9,9.45,27.8,2017,Yes
Delhi,Karol Bagh,Pond,Fluoride,High,7.23,7.99,26.2,2020,No
Gujarat,Bhavnagar,Pond,Pesticides,Severe,7.99,6.34,30.7,2023,Yes
Haryana,Panipat,Borewell,Sewage,High,6.22,6.5,27.7,2016,No
Madhya Pradesh,Indore,Well,Pesticides,High,7.53,5.1,24.3,2017,Yes
Odisha,Bhubaneswar,Reservoir,Pesticides,Low,7.49,5.59,24.2,2018,Yes
Bihar,Patna,Reservoir,Fluoride,High,7.0,3.37,26.2,2022,Yes
Karnataka,Belgaum,Well,Arsenic,High,8.91,7.36,16.4,2019,Yes
Gujarat,Vadodara,Groundwater,Sewage,Severe,5.59,6.32,22.0,2019,No
Gujarat,Vadodara,Lake,Pesticides,Severe,8.01,8.33,23.7,2017,No
West Bengal,Siliguri,Lake,Sewage,High,7.22,4.59,21.6,2024,Yes
Madhya Pradesh,Gwalior,River,Cadmium,High,6.72,6.15,26.7,2023,Yes
Kerala,Kollam,Lake,Industrial Waste,Severe,7.27,2.8,30.4,2019,No
Rajasthan,Udaipur,Canal,Lead,Low,5.7,6.7,26.9,2015,No
Tamil Nadu,Salem,Lake,Chromium,Low,7.37,5.11,25.9,2016,Yes
Madhya Pradesh,Bhopal,Lake,Arsenic,Low,5.92,7.1,25.4,2024,Yes
West Bengal,Asansol,Well,Industrial Waste,Medium,6.23,5.56,27.3,2019,No
Delhi,Saket,Nan,Lead,Medium,7.36,9.99,22.6,2022,No
Gujarat,Ahmedabad,Lake,Fluoride,Medium,8.26,4.49,23.0,2015,No
Uttar Pradesh,Noida,Groundwater,Lead,Medium,6.27,7.32,23.8,2021,No
Kerala,Thrissur,Borewell,Cadmium,Severe,7.1,6.33,23.1,2023,No
Assam,Jorhat,Well,Sewage,High,6.35,5.09,29.9,2022,No
Assam,Nagaon,Well,Lead,Low,8.58,5.44,25.3,2021,No
Gujarat,Surat,Lake,Lead,Low,6.72,6.9,30.6,2019,No
Gujarat,Nan,Reservoir,Mercury,Medium,6.37,2.96,16.2,2019,No
Kerala,Thiruvananthapuram,Canal,Sewage,Severe,7.52,5.47,29.8,2024,Yes
Punjab,Chandigarh,Canal,Plastic Waste,Nan,5.98,6.13,19.5,2017,Yes
Assam,Dibrugarh,Reservoir,Pesticides,Severe,6.57,7.48,33.8,2023,No
Rajasthan,Bikaner,Lake,Arsenic,High,7.3,6.66,22.4,2017,No
Madhya Pradesh,Jabalpur,Well,Arsenic,High,6.46,1.2,21.9,2017,Yes
Gujarat,Surat,Pond,Sewage,Severe,6.8,3.38,33.1,2015,Yes
Uttar Pradesh,Agra,River,Arsenic,Medium,6.28,3.79,16.8,2019,No
Uttar Pradesh,Noida,Borewell,Sewage,Medium,6.63,4.17,15.9,2024,No
Maharashtra,Mumbai,Canal,Fluoride,Severe,6.78,7.88,19.6,2015,No
Tamil Nadu,Coimbatore,Canal,Pesticides,Severe,6.99,5.43,15.7,2020,No
Assam,Nagaon,Borewell,Lead,High,8.27,8.82,23.3,2020,Yes
Madhya Pradesh,Gwalior,Groundwater,Industrial Waste,Medium,7.03,7.55,26.0,2016,Nan
Delhi,Dwarka,Lake,Pesticides,Low,6.77,6.0,19.3,2023,No
Karnataka,Mysuru,Lake,Lead,Severe,6.41,4.51,22.4,2018,No
Assam,Jorhat,River,Fluoride,High,5.98,9.84,31.6,2019,No
Odisha,Rourkela,Well,Fluoride,High,7.38,7.6,23.9,2024,Yes
Kerala,Thrissur,Canal,Pesticides,Medium,7.82,2.72,31.9,2015,Yes
Karnataka,Mysuru,Groundwater,Sewage,Low,6.96,3.52,33.0,2016,No
Uttar Pradesh,Varanasi,Reservoir,Pesticides,Low,5.19,4.8,22.5,2016,Yes
Odisha,Bhubaneswar,Well,Cadmium,Medium,6.99,4.8,30.5,2016,No
Madhya Pradesh,Ujjain,Reservoir,Fluoride,Severe,8.0,6.79,27.6,2020,Yes
Odisha,Berhampur,Pond,Plastic Waste,Medium,6.3,6.77,34.4,2016,No
Odisha,Berhampur,Borewell,Fluoride,Low,6.9,4.8,23.7,2016,Yes
Tamil Nadu,Chennai,Well,Mercury,Low,6.02,4.93,30.1,2024,Yes
Odisha,Berhampur,Canal,Cadmium,Low,6.53,5.9,23.9,2023,Yes
Tamil Nadu,Chennai,Pond,Plastic Waste,Low,5.31,6.78,14.6,2023,Yes
Uttar Pradesh,Varanasi,Canal,Sewage,Severe,6.83,6.57,24.5,2015,No
Tamil Nadu,Madurai,Canal,Nitrate,High,5.86,5.88,29.3,2020,Yes
Tamil Nadu,Salem,Well,Sewage,High,5.72,6.33,19.4,2024,Yes
Kerala,Kollam,Lake,Cadmium,High,6.69,5.81,19.2,2016,Yes
Rajasthan,Bikaner,Lake,Pesticides,Low,5.71,4.57,23.4,2020,No
Bihar,Patna,Canal,Arsenic,Severe,6.99,6.43,21.4,2022,Nan
Kerala,Thrissur,Pond,Mercury,Severe,6.43,8.63,22.4,2021,Yes
Assam,Silchar,Well,Fluoride,High,6.7,4.4,18.6,2015,No
Uttar Pradesh,Noida,River,Fluoride,Low,9.3,5.33,29.7,2016,Yes
West Bengal,Howrah,Pond,Industrial Waste,Low,6.21,5.68,26.4,2015,Yes
West Bengal,Kolkata,River,Lead,High,7.16,5.54,19.1,2015,No
Maharashtra,Aurangabad,Pond,Pesticides,Low,7.76,5.49,29.9,2022,Yes
Karnataka,Belgaum,Reservoir,Pesticides,High,7.19,5.07,31.4,2020,Yes
Punjab,Patiala,River,Lead,High,7.36,4.15,22.6,2017,No
West Bengal,Howrah,Pond,Mercury,High,7.42,7.28,23.6,2023,No
Madhya Pradesh,Indore,Reservoir,Arsenic,High,5.98,4.69,30.3,2017,Yes
Odisha,Sambalpur,Groundwater,Lead,Medium,5.63,7.77,21.2,2015,No
Tamil Nadu,Chennai,Groundwater,Fluoride,High,6.51,7.0,18.5,2021,No
Maharashtra,Aurangabad,Reservoir,Pesticides,Medium,7.24,6.49,25.7,2017,No
Bihar,Gaya,Reservoir,Plastic Waste,High,7.39,4.22,22.1,2021,Yes
Maharashtra,Nagpur,River,Nan,Medium,7.41,8.27,30.3,2017,Yes
Bihar,Gaya,Groundwater,Plastic Waste,Low,6.54,4.57,18.0,2015,No
Rajasthan,Jaipur,Well,Industrial Waste,Low,7.18,9.24,20.6,2022,Yes
Uttar Pradesh,Kanpur,River,Lead,Medium,5.56,6.33,34.1,2023,No
Gujarat,Bhavnagar,River,Plastic Waste,Medium,7.15,6.3,18.5,2019,Yes
Uttar Pradesh,Varanasi,Lake,Plastic Waste,Medium,7.63,3.45,23.4,2023,No
Odisha,Rourkela,Reservoir,Fluoride,High,8.61,8.53,19.6,2018,Yes
Punjab,Jalandhar,Reservoir,Sewage,Low,6.41,4.47,26.7,2018,Yes
Punjab,Ludhiana,Well,Fluoride,Medium,7.27,6.46,31.5,2019,No
Madhya Pradesh,Gwalior,Reservoir,Plastic Waste,Medium,8.21,4.16,21.6,2023,No
Haryana,Ambala,Canal,Pesticides,Severe,8.2,5.28,17.3,2017,No
Uttar Pradesh,Noida,Lake,Fluoride,Medium,6.44,2.79,19.0,2024,No
Bihar,Darbhanga,Well,Mercury,High,5.53,4.74,26.5,2023,Yes
Gujarat,Ahmedabad,Well,Nitrate,Low,8.15,5.33,32.7,2017,Nan
Rajasthan,Jaipur,Canal,Chromium,Low,6.38,4.39,24.5,2022,No
Madhya Pradesh,Gwalior,Lake,Pesticides,Medium,8.79,6.21,32.0,2015,No
Assam,Nagaon,Canal,Mercury,Medium,6.71,7.81,26.8,2023,Yes
Delhi,Karol Bagh,Borewell,Lead,Severe,6.56,7.22,23.8,2020,No
Bihar,Gaya,Groundwater,Cadmium,Severe,6.46,2.81,23.9,2021,No
Haryana,Ambala,Lake,Lead,Severe,6.84,4.14,26.7,2018,Yes
Kerala,Kochi,Groundwater,Fluoride,Low,7.64,6.27,25.9,2020,No
Haryana,Ambala,Groundwater,Pesticides,High,6.67,6.95,29.6,2024,No
Karnataka,Bengaluru,Groundwater,Fluoride,Severe,8.12,5.43,25.4,2020,Yes
Uttar Pradesh,Lucknow,Well,Lead,High,5.89,7.06,28.4,2022,Yes
Rajasthan,Kota,Borewell,Lead,Low,6.73,4.62,31.9,2024,No
Rajasthan,Udaipur,Nan,Mercury,Medium,7.12,7.09,34.3,2024,Yes
Madhya Pradesh,Jabalpur,Lake,Industrial Waste,High,7.29,5.76,15.4,2023,No
Bihar,Muzaffarpur,Reservoir,Lead,Medium,7.97,2.19,28.5,2017,No
Odisha,Bhubaneswar,Lake,Mercury,Severe,6.12,1.98,20.7,2017,No
Rajasthan,Jaipur,Pond,Chromium,High,5.53,6.36,18.7,2017,No
Madhya Pradesh,Indore,Pond,Sewage,High,6.64,3.78,26.1,2016,Yes
Rajasthan,Jaipur,Pond,Mercury,High,7.74,5.63,17.6,2015,Yes
Maharashtra,Nagpur,Groundwater,Sewage,High,7.68,6.6,18.9,2021,Yes
Rajasthan,Kota,Reservoir,Chromium,High,8.08,4.43,15.6,2015,Yes
Assam,Jorhat,Canal,Industrial Waste,High,9.54,3.13,24.1,2020,No
Assam,Guwahati,River,Nitrate,Severe,7.35,5.13,32.8,2016,Yes
Assam,Nagaon,River,Industrial Waste,Low,8.49,5.75,29.0,2016,Yes
West Bengal,Durgapur,Canal,Pesticides,Low,5.84,6.74,21.5,2022,Yes
West Bengal,Asansol,Well,Arsenic,Low,6.71,5.2,25.1,2023,Yes
Kerala,Kozhikode,Groundwater,Sewage,High,7.03,5.72,27.1,2021,Yes
West Bengal,Durgapur,Lake,Arsenic,High,6.29,3.83,21.7,2015,No
Maharashtra,Aurangabad,Canal,Cadmium,High,5.59,7.94,20.9,2016,Yes
West Bengal,Kolkata,Canal,Arsenic,Severe,6.11,5.44,19.9,2023,No
Gujarat,Bhavnagar,Canal,Mercury,Severe,6.74,6.02,23.8,2019,Yes
Karnataka,Bengaluru,Reservoir,Sewage,Severe,7.48,7.01,30.1,2018,Yes
Bihar,Muzaffarpur,River,Cadmium,Severe,7.29,3.04,21.3,2023,No
Maharashtra,Pune,River,Plastic Waste,Low,5.9,4.59,23.3,2021,Yes
West Bengal,Durgapur,River,Pesticides,Low,7.61,8.0,32.9,2015,Yes
Delhi,Karol Bagh,Well,Cadmium,Severe,6.2,1.63,20.4,2023,No
Odisha,Berhampur,Canal,Arsenic,Low,7.74,6.96,30.5,2020,No
Gujarat,Bhavnagar,Well,Lead,Severe,5.65,5.96,26.3,2022,No
Punjab,Jalandhar,Reservoir,Lead,Medium,7.72,2.15,24.2,2021,Yes
Madhya Pradesh,Jabalpur,Well,Arsenic,High,8.55,4.78,25.1,2016,No
Kerala,Kochi,Lake,Nitrate,Medium,6.97,3.37,18.2,2017,No
Tamil Nadu,Trichy,Groundwater,Chromium,High,7.18,3.34,22.0,2022,Yes
Kerala,Kochi,Borewell,Pesticides,Low,7.01,3.73,26.3,2023,Yes
Karnataka,Mysuru,Canal,Plastic Waste,Low,5.77,5.23,26.5,2018,Yes
Rajasthan,Jodhpur,Canal,Nan,Severe,8.77,5.51,29.1,2015,Yes
Odisha,Rourkela,Reservoir,Mercury,High,8.13,7.2,19.5,2023,No
Kerala,Thrissur,Well,Cadmium,High,6.16,10.78,18.6,2018,No
Delhi,Rohini,Lake,Chromium,Severe,6.75,7.25,18.5,2021,Yes
Karnataka,Bengaluru,Pond,Industrial Waste,High,6.97,7.49,24.6,2018,Yes
Karnataka,Belgaum,River,Sewage,Low,8.12,5.39,28.8,2022,No
Madhya Pradesh,Indore,Canal,Cadmium,Severe,6.11,6.26,19.7,2016,Yes
Tamil Nadu,Trichy,Reservoir,Lead,Low,8.65,6.97,26.4,2015,Yes
Uttar Pradesh,Noida,Canal,Mercury,Low,5.78,3.56,13.9,2024,Yes
Bihar,Gaya,Pond,Sewage,High,6.42,0.57,29.9,2015,Yes
Punjab,Patiala,Canal,Industrial Waste,Severe,7.44,4.18,23.3,2018,Yes
Maharashtra,Aurangabad,Reservoir,Pesticides,Severe,6.49,3.68,25.6,2015,No
Tamil Nadu,Chennai,Canal,Chromium,Severe,5.85,4.38,24.1,2020,Yes
Assam,Nagaon,Pond,Mercury,High,7.93,7.18,19.8,2016,No
Karnataka,Hubli,Well,Sewage,Low,7.44,3.3,31.1,2016,Yes
Madhya Pradesh,Nan,Pond,Fluoride,Medium,7.46,5.34,30.3,2024,No
Assam,Guwahati,Reservoir,Fluoride,Medium,6.15,5.17,25.4,2023,No
Karnataka,Hubli,River,Nitrate,High,7.9,7.53,18.4,2016,Yes
Uttar Pradesh,Agra,River,Lead,Medium,6.48,5.36,23.7,2020,Yes
Bihar,Patna,Pond,Chromium,High,7.71,2.29,31.5,2021,No
Punjab,Chandigarh,Groundwater,Lead,Low,6.84,5.91,22.2,2017,No
Maharashtra,Nashik,River,Nitrate,Low,6.5,5.27,32.3,2015,Yes
Bihar,Bhagalpur,Pond,Fluoride,High,7.53,0.63,20.9,2020,Yes
Bihar,Bhagalpur,Well,Mercury,Severe,8.43,4.44,16.8,2023,No
Odisha,Rourkela,Groundwater,Sewage,Medium,7.16,3.1,25.9,2017,Yes
Haryana,Faridabad,Reservoir,Mercury,High,6.31,7.08,20.5,2022,No
Kerala,Thiruvananthapuram,Borewell,Pesticides,Severe,6.45,6.57,26.0,2017,Yes
Odisha,Berhampur,Borewell,Pesticides,Low,6.17,2.34,20.5,2015,No
Bihar,Bhagalpur,Borewell,Arsenic,Medium,8.05,5.96,25.7,2024,No
Delhi,New Delhi,Reservoir,Plastic Waste,Severe,7.95,4.5,29.2,2020,Yes
Madhya Pradesh,Indore,River,Industrial Waste,Low,7.86,8.75,26.5,2019,No
Maharashtra,Nagpur,Well,Industrial Waste,Severe,6.26,3.31,21.2,2015,No
Rajasthan,Jodhpur,Groundwater,Cadmium,Low,7.67,6.09,35.4,2021,No
Madhya Pradesh,Indore,River,Chromium,Medium,6.98,4.16,11.9,2021,No
Haryana,Faridabad,Canal,Sewage,Medium,8.12,3.6,29.4,2023,No
Bihar,Gaya,Reservoir,Fluoride,Medium,5.79,3.95,30.9,2020,Yes
Uttar Pradesh,Noida,Reservoir,Lead,Low,5.68,3.03,30.9,2015,Yes
Haryana,Karnal,Lake,Nitrate,Severe,6.58,4.13,30.8,2015,Yes
Madhya Pradesh,Gwalior,Groundwater,Mercury,Low,7.49,4.91,18.1,2018,Yes
Odisha,Sambalpur,River,Chromium,High,7.82,5.63,34.3,2016,Yes
Uttar Pradesh,Varanasi,Borewell,Sewage,Severe,6.87,5.96,22.9,2024,No
Karnataka,Hubli,Lake,Lead,Medium,7.07,5.1,20.7,2016,Yes
Delhi,Rohini,Well,Cadmium,Medium,6.68,7.59,18.6,2022,No
Gujarat,Ahmedabad,River,Industrial Waste,Medium,6.39,3.7,22.6,2023,Yes
Haryana,Karnal,Borewell,Cadmium,Severe,6.98,5.31,30.1,2016,Yes
Assam,Silchar,Reservoir,Fluoride,Severe,6.99,6.32,34.5,2020,No
Odisha,Rourkela,Pond,Sewage,Medium,7.65,3.85,30.8,2023,Yes
Punjab,Jalandhar,Nan,Lead,Medium,6.08,7.48,29.3,2018,Yes
Odisha,Cuttack,Groundwater,Nitrate,Severe,7.07,7.05,24.7,2021,Yes
Uttar Pradesh,Agra,Pond,Arsenic,Low,6.45,6.84,25.5,2021,Yes
Tamil Nadu,Salem,River,Sewage,Low,6.97,3.86,19.3,2016,Yes
Uttar Pradesh,Agra,Canal,Mercury,High,6.8,5.62,25.0,2018,No
Kerala,Kozhikode,Canal,Nitrate,High,8.37,7.3,21.8,2023,No
Maharashtra,Mumbai,Lake,Cadmium,Medium,6.54,5.93,31.4,2015,Yes
Haryana,Gurugram,River,Plastic Waste,High,6.31,5.36,20.8,2019,No
Kerala,Kozhikode,Well,Mercury,High,7.32,4.53,27.3,2018,Yes
Uttar Pradesh,Varanasi,River,Pesticides,Medium,5.98,4.02,30.5,2016,No
Punjab,Chandigarh,River,Pesticides,High,5.74,5.31,18.1,2020,Yes
Gujarat,Bhavnagar,Borewell,Fluoride,Low,5.97,5.66,25.2,2017,No
Punjab,Chandigarh,Reservoir,Nitrate,High,6.04,7.34,18.7,2019,Yes
Assam,Nagaon,Lake,Pesticides,Medium,8.35,3.56,24.8,2023,No
Maharashtra,Aurangabad,Well,Lead,Medium,8.32,6.41,26.2,2023,Nan
Punjab,Chandigarh,Pond,Sewage,Medium,6.09,2.36,18.7,2024,No
Assam,Jorhat,Borewell,Arsenic,Severe,7.46,6.43,38.0,2018,Yes
Haryana,Faridabad,Borewell,Pesticides,Low,9.15,7.63,27.6,2021,Yes
West Bengal,Siliguri,Reservoir,Arsenic,High,5.62,6.43,26.9,2022,No
Haryana,Karnal,River,Lead,Severe,6.05,6.98,17.9,2023,Yes
Bihar,Bhagalpur,River,Chromium,Severe,6.31,3.2,19.5,2017,No
Gujarat,Vadodara,Lake,Chromium,High,6.45,3.69,25.3,2020,No
Punjab,Chandigarh,Borewell,Sewage,Low,8.42,4.66,23.2,2017,Yes
Bihar,Darbhanga,Reservoir,Sewage,Medium,5.49,6.23,27.6,2024,No
Delhi,Dwarka,Canal,Cadmium,Severe,7.14,2.79,29.0,2016,Yes
Rajasthan,Udaipur,Canal,Chromium,Low,7.23,3.87,27.2,2020,Yes
Maharashtra,Nashik,River,Arsenic,Severe,7.66,6.02,15.7,2019,Yes
Madhya Pradesh,Bhopal,Reservoir,Arsenic,High,8.9,3.95,22.4,2020,No
Gujarat,Bhavnagar,Well,Plastic Waste,Medium,6.96,5.43,19.6,2020,Yes
Uttar Pradesh,Noida,Reservoir,Plastic Waste,Severe,7.02,3.74,30.5,2015,No
Uttar Pradesh,Noida,Groundwater,Industrial Waste,High,6.9,6.52,20.7,2024,Yes
Delhi,Nan,Canal,Fluoride,Severe,6.58,5.79,29.8,2020,No
Punjab,Jalandhar,Well,Arsenic,Severe,6.0,4.32,29.0,2019,No
Delhi,Dwarka,Lake,Sewage,Severe,5.88,3.47,18.5,2015,No
Tamil Nadu,Salem,Nan,Mercury,High,7.18,2.7,24.2,2017,Yes
Tamil Nadu,Salem,Groundwater,Fluoride,Low,6.16,4.59,23.6,2021,Yes
Assam,Silchar,Canal,Nitrate,High,6.52,4.46,22.6,2020,No
Tamil Nadu,Chennai,Pond,Lead,Severe,7.64,3.65,27.0,2020,No
West Bengal,Siliguri,Pond,Fluoride,Low,7.14,5.82,20.7,2021,No
Bihar,Muzaffarpur,Pond,Lead,Low,7.04,7.22,24.2,2015,Yes
Bihar,Patna,Reservoir,Nitrate,High,6.12,6.23,23.1,2024,Yes
Karnataka,Belgaum,River,Plastic Waste,High,6.64,2.83,13.8,2015,No
Uttar Pradesh,Agra,Groundwater,Sewage,Medium,9.58,3.88,38.0,2022,Yes
Gujarat,Rajkot,Lake,Arsenic,Low,6.2,1.7,30.7,2020,No
Madhya Pradesh,Indore,Borewell,Plastic Waste,Medium,6.22,9.42,25.0,2016,Yes
Assam,Silchar,Reservoir,Sewage,Severe,6.97,6.65,24.6,2020,No
Gujarat,Surat,Reservoir,Fluoride,Severe,6.59,6.49,30.0,2024,No
Madhya Pradesh,Jabalpur,Borewell,Fluoride,High,7.36,5.46,19.5,2018,Yes
Maharashtra,Nashik,Lake,Lead,Medium,8.49,4.37,23.8,2021,No
Bihar,Darbhanga,Reservoir,Plastic Waste,High,8.11,8.53,26.8,2020,Yes
Maharashtra,Nagpur,Canal,Chromium,Low,7.68,5.61,25.9,2021,Yes
West Bengal,Kolkata,Well,Mercury,Low,6.67,2.84,25.3,2020,Yes
Bihar,Patna,Lake,Sewage,High,6.57,7.76,19.5,2020,Yes
Madhya Pradesh,Jabalpur,Groundwater,Plastic Waste,Severe,7.44,3.7,32.1,2015,Yes
Maharashtra,Mumbai,Lake,Chromium,Medium,7.95,5.43,27.4,2021,Yes
Kerala,Thrissur,Reservoir,Cadmium,Medium,7.04,6.5,11.4,2023,Yes
Rajasthan,Kota,Lake,Nitrate,Low,7.35,3.38,28.6,2018,Yes
Karnataka,Bengaluru,Canal,Arsenic,Medium,7.42,6.44,18.6,2018,Yes
Karnataka,Hubli,River,Chromium,Low,7.86,4.96,26.3,2024,Yes
Tamil Nadu,Salem,Well,Industrial Waste,Low,8.31,6.77,27.9,2024,No
Haryana,Faridabad,Pond,Fluoride,Low,7.05,5.7,24.9,2023,No
Maharashtra,Nagpur,Groundwater,Cadmium,Medium,7.02,7.68,21.0,2021,Yes
Karnataka,Mysuru,Pond,Sewage,High,5.23,9.2,18.5,2023,Yes
Haryana,Gurugram,Well,Pesticides,Medium,6.82,7.41,23.7,2019,Yes
Gujarat,Ahmedabad,River,Cadmium,High,4.84,8.01,27.4,2017,Yes
Karnataka,Hubli,Canal,Sewage,Medium,8.39,4.09,22.4,2018,No
Madhya Pradesh,Bhopal,Reservoir,Mercury,High,7.18,4.14,16.9,2017,Yes
Rajasthan,Kota,Canal,Industrial Waste,Low,8.5,5.21,22.8,2022,No
Tamil Nadu,Salem,Borewell,Industrial Waste,Severe,8.35,8.04,27.9,2022,Yes
Haryana,Faridabad,Reservoir,Arsenic,Severe,6.45,4.8,25.4,2016,No
Tamil Nadu,Salem,Canal,Chromium,Severe,6.02,5.28,18.4,2021,No
Uttar Pradesh,Noida,River,Pesticides,Low,7.65,4.52,38.0,2019,Yes
Karnataka,Bengaluru,Canal,Cadmium,Medium,7.98,4.54,28.0,2023,No
Bihar,Muzaffarpur,Well,Plastic Waste,Severe,5.57,2.12,33.4,2019,No
Bihar,Patna,Lake,Fluoride,Low,6.21,9.08,21.3,2018,Yes
Uttar Pradesh,Kanpur,Pond,Nan,Severe,6.27,6.98,25.1,2015,No
Karnataka,Belgaum,Groundwater,Sewage,High,6.99,6.77,26.7,2016,No
Delhi,Nan,Pond,Fluoride,Low,6.55,5.23,20.2,2021,No
Madhya Pradesh,Indore,Pond,Mercury,Medium,5.71,6.09,19.9,2021,Yes
West Bengal,Asansol,Well,Plastic Waste,High,7.74,7.59,21.5,2015,No
Gujarat,Bhavnagar,Canal,Industrial Waste,High,7.52,2.29,22.2,2019,Yes
Rajasthan,Jodhpur,Groundwater,Industrial Waste,Severe,7.3,3.81,25.1,2015,Yes
Bihar,Gaya,Groundwater,Cadmium,High,7.32,1.94,24.2,2021,No
Madhya Pradesh,Ujjain,Groundwater,Fluoride,High,6.27,2.84,33.0,2020,No
West Bengal,Durgapur,River,Sewage,Medium,6.9,7.83,20.3,2021,Yes
Maharashtra,Pune,Well,Plastic Waste,High,6.67,2.49,34.2,2023,Yes
Bihar,Patna,Groundwater,Arsenic,Medium,6.42,8.17,20.3,2023,No
Bihar,Darbhanga,Lake,Cadmium,High,7.08,3.58,28.8,2022,Yes
Delhi,Rohini,Reservoir,Cadmium,Severe,6.56,7.78,20.5,2017,No
Odisha,Sambalpur,Reservoir,Cadmium,Low,8.35,4.92,22.7,2015,Yes
Maharashtra,Mumbai,Well,Fluoride,High,6.51,9.09,33.2,2023,No
Bihar,Muzaffarpur,Borewell,Chromium,Low,7.54,8.02,18.0,2023,Yes
Odisha,Rourkela,Pond,Arsenic,Low,6.45,4.55,30.8,2019,No
Uttar Pradesh,Lucknow,Lake,Sewage,Low,6.83,4.56,29.2,2021,Yes
Kerala,Kozhikode,Lake,Fluoride,Severe,7.7,6.91,25.7,2016,Yes
Uttar Pradesh,Lucknow,Well,Sewage,Medium,6.47,3.55,24.1,2021,Yes
Bihar,Gaya,Pond,Nitrate,Severe,7.42,4.9,22.6,2020,Yes
Delhi,New Delhi,Groundwater,Industrial Waste,High,7.26,2.9,26.2,2022,No
Haryana,Panipat,Pond,Mercury,High,7.63,2.12,29.9,2018,No
Rajasthan,Jodhpur,Groundwater,Chromium,Severe,7.41,2.65,24.3,2022,No
Rajasthan,Kota,Borewell,Cadmium,Medium,7.52,5.13,25.9,2020,No
Maharashtra,Nashik,River,Fluoride,Medium,8.1,5.03,25.8,2019,Yes
Gujarat,Ahmedabad,Pond,Arsenic,High,6.99,5.43,21.9,2018,Yes
Kerala,Thrissur,Well,Pesticides,High,8.27,6.31,21.5,2019,No
Delhi,Saket,Pond,Lead,Severe,5.93,7.4,26.9,2022,Yes
Maharashtra,Mumbai,Lake,Cadmium,Low,6.38,2.92,24.7,2023,No
Uttar Pradesh,Kanpur,Reservoir,Mercury,Low,5.81,6.44,25.5,2020,Yes
West Bengal,Asansol,Groundwater,Arsenic,Low,7.22,4.77,24.0,2024,No
Kerala,Kollam,Borewell,Plastic Waste,Low,5.41,6.35,14.8,2017,No
Punjab,Patiala,Lake,Chromium,Low,8.16,6.71,23.3,2019,No
Tamil Nadu,Chennai,Groundwater,Mercury,Medium,8.59,4.59,15.4,2016,No
Bihar,Gaya,Pond,Sewage,Medium,6.62,3.52,22.2,2017,No
Kerala,Kochi,Reservoir,Pesticides,Low,6.99,3.31,13.0,2021,No
Uttar Pradesh,Agra,Borewell,Plastic Waste,Low,7.29,5.27,24.5,2023,No
Kerala,Thrissur,River,Arsenic,High,7.54,8.26,30.1,2018,Yes
Maharashtra,Nagpur,Pond,Industrial Waste,High,6.7,2.27,21.2,2020,No
Madhya Pradesh,Jabalpur,Pond,Cadmium,Low,7.98,5.68,25.5,2024,No
Delhi,Rohini,Borewell,Chromium,Low,5.9,7.95,21.0,2017,Yes
